dataset,src,tgt,raw,ref,trans,score,input_tokens,output_tokens,total_tokens,latency_ms
mtnt,en,fr,"If in doubt, fiddle with the doc.",Dans le doute bidouille le doc.,"{""c"":""\""En cas de doute, tripote le doc.\""""}",78,1750,20,1770,1417.05
subtitle,ja,no,君の番号を聞いてない,-Kom igjen. Jeg fikk ikke nummeret ditt!,"{""c"":""\""Jeg har ikke spurt om nummeret ditt\""""}",62,1751,21,1772,1420.29
tatoeba,ja,no,私たちは朝食にパンケーキを作った。,Vi laget pannekaker til frokost.,"{""c"":""\""Vi laget pannekaker til frokost.\""""}",95,1758,20,1778,1588.38
mtnt,en,fr,Could she be a servant of eviiiiiiiil?,Serait-ce une envoyée du Maaaaaal?,"{""c"":""\""Pourrait-elle être une servante du maaaal?\""""}",74,1753,23,1776,1467.39
subtitle,ja,no,準備は出来てる,Og jeg er klar for det.,"{""c"":""\""Jeg er klar\""""}",75,1748,14,1762,1077.2
tatoeba,ja,no,もう一杯お茶をいただきませんか。,Vil du ha en kopp te til?,"{""c"":""\""Vil du ikke ha en kopp te til?\""""}",83,1757,20,1777,1517.83
mtnt,en,fr,Two out of three devices sold by Apple are still in use!,Deux appareils sur trois vendus par Apple sont toujours en utilisation !,"{""c"":""\""Deux appareils sur trois vendus par Apple sont toujours en utilisation!\""""}",85,1753,28,1781,1462.69
subtitle,ja,no,続けろ,Stå på.,"{""c"":""\""Fortsett\""""}",74,1745,12,1757,1630.58
tatoeba,ja,no,急いで！,Fort deg!,"{""c"":""\""Skynd deg!\""""}",78,1745,14,1759,1110.3
mtnt,en,fr,"I knew the content would be epic, I didn't know how much.","Je sentais bien que le contenu pouvait être collector, je ne me doutais pas à quel point.","{""c"":""\""Je savais que le contenu serait épique, je ne savais pas à quel point.\""""}",82,1755,31,1786,1345.15
subtitle,ja,no,礼ならいいよ,Bare hyggelig.,"{""c"":""\""Gaver er greit for meg\""""}",52,1749,17,1766,1534.35
tatoeba,ja,no,その翻訳は原文に極めて忠実である。,Oversettelsen er meget tro mot originalen.,"{""c"":""\""Den oversettelsen er svært tro mot originalteksten.\""""}",82,1758,24,1782,1358.06
mtnt,en,fr,Despite all this I managed to get around it thanks to the power of the brain.,"Après malgré ça, j'ai réussi à contourner ce problème grâce aux pouvoirs du cerveau.","{""c"":""\""Malgré tout ça, j'ai réussi à contourner le problème grâce à la puissance du cerveau.\""""}",82,1757,41,1798,1385.35
subtitle,ja,no,何も！,Ingenting!,"{""c"":""\""Ingenting!\""""}",75,1744,13,1757,1373.63
tatoeba,ja,no,日本人は集団で旅行するのが好きだ。,Japanere liker å reise i gruppe.,"{""c"":""\""Japanere liker å reise i gruppe.\""""}",75,1759,21,1780,1177.43
mtnt,en,fr,What do you live for?,Quel est votre but dans la vie ?,"{""c"":""\""Pour quoi tu vis?\""""}",75,1746,15,1761,1441.04
subtitle,ja,no,全く予想しなかった 15年前の失敗と同じくらい... 君と共に働くのが 好きになった,"Jeg forutså ikke hvor vanskelig de siste 15 årene har vært for meg, hvor mye jeg ville komme til å elske å arbeide sammen med deg.","{""c"":""\""Helt uventet som den samme feilen fra for 15 år siden... Jeg begynte å like å arbeide sammen med deg\""""}",68,1778,40,1818,1798.1
tatoeba,ja,no,もし何か起こったら、すぐに電話をください。,"Ring meg med en gang, hvis noe skjer.","{""c"":""\""Hvis noe skjer, ring meg med en gang.\""""}",90,1759,22,1781,1178.36
subtitle,en,nl,- Maybe they're not because they're all dead!,Misschien omdat ze allemaal dood zijn!,"{""c"":""\""- Misschien niet, omdat ze allemaal dood zijn!\""""}",75,1751,24,1775,1353.61
tatoeba,en,nl,Tom is dying.,Tom sterft.,"{""c"":""\""Tom gaat dood.\""""}",82,1744,15,1759,1068.96
mtnt,en,fr,"Aaaaaaaah.... 8 years later, I've just realized.... :o damn I had the feeling that I was missing something considering the upvotes.","Aaaaaaaah.... 8 ans après, je viens de percuter....  :o 'tain je me disais bien que je passais à côté d'un truc vu les upvotes.","{""c"":""\""Aaaaaaaah.... 8 ans plus tard, je viens de réaliser.... :o mince j'avais le sentiment que je manquais quelque chose en voyant les votes positifs.\""""}",78,1775,56,1831,1273.71
tatoeba,en,nl,Mary bites her nails.,Maria bijt op haar nagels.,"{""c"":""\""Mary bijt op haar nagels.\""""}",97,1747,17,1764,973.49
subtitle,en,nl,Have you seen the rats or have you just heard scratching?,"Heeft u de ratten gezien, of heeft u ze horen krabben?","{""c"":""\""Heb je de ratten gezien of heb je alleen gekrabbel gehoord?\""""}",79,1753,31,1784,1743.4
mtnt,fr,en,"La notion de partage est clairement moins là mais en supprimant au fur et à mesure ça passe très bien, non ?","The notion of sharing is clearly less present but by deleting progressively, it works very well, does not it?","{""c"":""\""The concept of sharing is clearly less there, but by removing things bit by bit it works really well, doesn't it?\""""}",82,1771,34,1805,1474.34
tatoeba,en,nl,He's allergic to cats.,Hij is allergisch voor katten.,"{""c"":""\""Hij is allergisch voor katten.\""""}",82,1747,17,1764,1107.79
mtnt,fr,en,(Il existe des U moins encombrant),(Less bulky U locks exist),"{""c"":""\""(There are less bulky U versions)\""""}",73,1749,18,1767,1140.68
tatoeba,en,nl,He can't run very fast.,Hij kan niet erg snel rennen.,"{""c"":""\""Hij kan niet erg snel rennen.\""""}",72,1747,19,1766,1260.54
subtitle,en,nl,"Genetic manipulation, obviously, but what kind?","Genetische manipulatie, maar hoe?","{""c"":""\""Genetische manipulatie, uiteraard, maar wat voor soort?\""""}",79,1750,26,1776,1199.04
mtnt,fr,en,J'hésite à passer la licence VTC pour cumuler avec mon activité de traducteur en attendant d'être assez calé en développement Web pour une reconversion.,I'm hesitating to pass the VTC licence to combine it to my translation work while waiting to be skilled enough in Web Development for a reconversion.,"{""c"":""\""I'm hesitant about getting my VTC license to combine with my translation work while I build up my web development skills for a career change.\""""}",82,1782,39,1821,1146.62
tatoeba,en,nl,Stop Tom.,Stop Tom.,"{""c"":""\""Stop Tom.\""""}",75,1743,12,1755,1040.05
subtitle,en,nl,Didn't it bother you that he was more popular?,Vond u het erg dat hij populairder was?,"{""c"":""\""Stoorde het je niet dat hij populairder was?\""""}",78,1753,22,1775,1417.46
mtnt,fr,en,Dans le doute bidouille le doc.,"If in doubt, fiddle with the doc.","{""c"":""\""When in doubt, tweak the doc.\""""}",82,1750,18,1768,1231.11
tatoeba,en,nl,How much is 300 euros in Canadian dollars?,Hoeveel is 300 euro in Canadese dollars?,"{""c"":""\""Hoeveel is 300 euro in Canadese dollars?\""""}",72,1751,24,1775,1437.38
subtitle,en,nl,This man asked me to do terrible things.,Die man vroeg mij om vreselijke dingen te doen.,"{""c"":""\""Deze man vroeg me om verschrikkelijke dingen te doen.\""""}",82,1749,25,1774,1178.02
mtnt,fr,en,Serait-ce une envoyée du Maaaaaal?,Could she be a servant of eviiiiiiiil?,"{""c"":""\""Could she be a messenger of Eeeeeevil?\""""}",82,1755,22,1777,1587.46
tatoeba,en,nl,Tom can't stand being interrupted.,Tom kan het niet uitstaan onderbroken te worden.,"```json
{""c"":""\""Tom kan niet tegen onderbroken worden.\""""}
```",73,1747,23,1770,1095.64
subtitle,en,nl,Just let me get a look at you!,Laat me je eens bekijken!,"{""c"":""\""Laat me je even goed bekijken!\""""}",85,1749,21,1770,1151.75
mtnt,fr,en,Deux appareils sur trois vendus par Apple sont toujours en utilisation !,Two out of three devices sold by Apple are still in use!,"{""c"":""\""Two out of three devices sold by Apple are still in use!\""""}",75,1760,22,1782,956.55
tatoeba,en,nl,I don't want to continue pressing the issue.,Ik wil niet blijven aandringen.,"{""c"":""\""Ik wil het onderwerp niet verder aankaarten.\""""}",79,1750,23,1773,1078.04
mtnt,fr,en,"Je sentais bien que le contenu pouvait être collector, je ne me doutais pas à quel point.","I knew the content would be epic, I didn't know how much.","{""c"":""\""I had a feeling the content could be collectible, but I had no idea how much.\""""}",82,1766,28,1794,1111.35
subtitle,en,nl,"Jesus, Sam.","O Jesus, Sam.","{""c"":""\""Jezus, Sam.\""""}",82,1744,15,1759,1419.71
tatoeba,en,nl,"According to the Bible, God created the world in six days.",Volgens de bijbel schiep God de wereld in zes dagen.,"{""c"":""\""Volgens de Bijbel schiep God de wereld in zes dagen.\""""}",92,1753,28,1781,1099.27
mtnt,fr,en,"Après malgré ça, j'ai réussi à contourner ce problème grâce aux pouvoirs du cerveau.",Despite all this I managed to get around it thanks to the power of the brain.,"{""c"":""\""Despite that, I still managed to work around this problem thanks to the power of my brain.\""""}",87,1772,28,1800,1060.24
subtitle,en,nl,The tree's too heavy.,De boom is te zwaar.,"{""c"":""\""De boom is te zwaar.\""""}",95,1746,16,1762,999.39
mtnt,fr,en,Quel est votre but dans la vie ?,What do you live for?,"{""c"":""\""What is your purpose in life?\""""}",82,1752,16,1768,854.94
tatoeba,en,nl,I'll arrive on Christmas Day.,Ik zal op kerstdag aankomen.,"{""c"":""\""Ik kom op Eerste Kerstdag aan.\""""}",82,1747,22,1769,1163.95
subtitle,en,nl,"Mama, stop.","Mama, stop.","{""c"":""\""Mama, stop.\""""}",85,1745,14,1759,1273.16
mtnt,fr,en,"Aaaaaaaah.... 8 ans après, je viens de percuter....  :o 'tain je me disais bien que je passais à côté d'un truc vu les upvotes.","Aaaaaaaah.... 8 years later, I've just realized.... :o damn I had the feeling that I was missing something considering the upvotes.","{""c"":""\""Aaaaaaaah.... 8 years later, I just realized.... :o damn I was wondering why I was missing something given the upvotes.\""""}",71,1790,42,1832,1376.58
tatoeba,nl,fr,Ik heb een raar geluid gehoord.,J'ai entendu un bruit étrange.,"{""c"":""\""J'ai entendu un bruit bizarre.\""""}",82,1754,20,1774,1517.25
subtitle,en,nl,"Aw, Grace is pretty upset about not being able to do this town photo.",Grace is echt van streek omdat ze dit stadsfoto projekt niet kan doen.,"{""c"":""\""Aw, Grace is behoorlijk van streek dat ze deze stadsfoto niet kan maken.\""""}",79,1758,31,1789,1189.01
mtnt,en,ja,It’s okay to be ahead of the curve tho.,彼はでもちょっと先に行っても良いと思います。,"{""c"":""「先を行くのは別にいいじゃん。」""}",78,1752,24,1776,1762.17
tatoeba,nl,fr,Leven is wat je gebeurt terwijl je andere plannen maakt.,La vie c'est ce qui se passe pendant que tu es occupée à faire d'autres plans.,"{""c"":""\""La vie est ce qui t'arrive tandis que tu fais d'autres projets.\""""}",82,1757,29,1786,1186.5
subtitle,nl,fr,Ik herinner me dat je moeder je moest slaan voor je een jurk aantrok.,Salut... Dire que ta mère te battait pour que tu mettes une robe.,"{""c"":""\""Je me souviens que ta mère devait te frapper avant que tu ne mettes une robe.\""""}",82,1764,33,1797,1116.49
mtnt,en,ja,"Sure, but the VR aspect of the game was a shining crazy diamond when it came out.",そうだな、ただVRとしての観点からみれば、これは光り輝くダイヤモンドみたいなもんだ。,"{""c"":""\""もちろん、ゲームが発売された当時、VR要素は本当に素晴らしくて革新的でした。\""""}",78,1761,46,1807,1412.24
tatoeba,nl,fr,Ik hoop je snel te zien.,J'espère te voir vite.,"{""c"":""\""J'espère te voir bientôt.\""""}",82,1752,20,1772,1001.66
subtitle,nl,fr,Kun jij dat ook zeggen?,Pouvez-vous en dire de même ?,"{""c"":""\""Peux-tu aussi dire ça?\""""}",74,1750,19,1769,1243.31
tatoeba,nl,fr,Japan is een land van eilanden.,Le Japon est un pays insulaire.,"{""c"":""\""Le Japon est un pays d'îles.\""""}",82,1748,21,1769,1343.96
subtitle,nl,fr,- IJs met een cliënt?,- De la glace avec un client?,"{""c"":""\""- Glace avec un client?\""""}",75,1750,17,1767,1219.15
mtnt,en,ja,>What do you do to jog your memory back when you forgot something?,"> あなたが何かを忘れてしまったとき,思い出すために何をしますか？","{""c"":"">何か忘れてしまった時、記憶を取り戻すためにどうしていますか?""}",82,1756,37,1793,1675.9
tatoeba,nl,fr,China is veel groter dan Japan.,La Chine est beaucoup plus grande que le Japon.,"{""c"":""\""La Chine est beaucoup plus grande que le Japon.\""""}",95,1748,25,1773,1095.81
subtitle,nl,fr,Ze kan Davina vinden voordat die man haar kwaad doet.,Elle trouvera Davina avant que cet homme abuse d'elle.,"{""c"":""\""Elle peut trouver Davina avant que cet homme ne lui fasse du mal.\""""}",82,1758,29,1787,1232.08
mtnt,en,ja,N-o w-a-y!,ちーがーうーだーろー！,"{""c"":""\""あり得ない!\""""}",62,1749,15,1764,1350.02
tatoeba,nl,fr,Teken hier!,Signe ici !,"{""c"":""\""Dessine ici!\""""}",62,1745,15,1760,1029.59
mtnt,en,ja,My sweet Anzu…,我が愛しのあんずちゃん……,"{""c"":""\""My sweet Anzu…\""""}",15,1747,15,1762,1259.41
subtitle,nl,fr,Ik ken je van een foto.,Je t'ai reconnu d'après une photo.,"{""c"":""\""Je te connais d'une photo.\""""}",75,1749,18,1767,2372.29
tatoeba,nl,fr,Ik zou geen voedsel moeten eten dat suiker bevat.,Je ne devrais pas manger de nourriture contenant du sucre.,"{""c"":""\""Je ne devrais pas manger d'aliments contenant du sucre.\""""}",92,1758,27,1785,1277.13
mtnt,en,ja,Anyone know if you can fit a T25 keyboard to a T470s or T480s?,T25のキーボードが、T470sかT480sに繋げれるかわかる人いる？,"{""c"":""「T25キーボードをT470sまたはT480sに取り付けられるかご存知の方はいますか?」""}",78,1761,43,1804,1243.2
subtitle,nl,fr,We maken toch geen van beiden kans bij Jackie.,"D'ailleurs, Jackie ne veut pas de nous.","{""c"":""\""On n'a aucune chance tous les deux face à Jackie.\""""}",79,1752,24,1776,1642.43
tatoeba,nl,fr,We stonden voor de deur en wachtten.,Nous nous tenions devant la porte et attendions.,"{""c"":""\""Nous étions devant la porte et attendions.\""""}",82,1752,22,1774,1213.95
subtitle,nl,fr,Ja.,Oui.,"{""c"":""\""Oui.\""""}",75,1743,13,1756,1382.62
mtnt,en,ja,"By the way, what did you go to do at the Pyeongchang Olympics!",ところで、平昌オリンピックに何しに行ったの〜！,"{""c"":""「ところで、平昌オリンピックで何しに行ったの!」""}",82,1760,30,1790,1855.14
tatoeba,nl,fr,Joan brak haar linkerarm in het ongeluk.,Joan s'est cassé son bras gauche dans l'accident.,"{""c"":""\""Joan s'est cassé le bras gauche dans l'accident.\""""}",87,1753,25,1778,1452.92
mtnt,en,ja,Is it possible for anyone to either ask in person or ring them?,誰かお店に直接行って確認、または電話で確認することができますか？,"{""c"":""「誰かが直接会って聞くか、電話で連絡することは可能ですか?」""}",82,1754,36,1790,1216.11
subtitle,nl,fr,"Denk niet dat jij meer van romantiek weet dan ik. Handje vasthouden, elkaar voeren en afvegen is ook maar gelul.",N'imaginez pas que vous êtes un as de la romance en vous tripotant les mains et en vous donnant la becquée.,"{""c"":""\""Ne pense pas que tu en sais plus sur la romance que moi. Se tenir la main, se nourrir mutuellement et s'essuyer c'est aussi du baratin.\""""}",72,1777,52,1829,1567.61
tatoeba,nl,fr,Ik was verwonderd wanneer ik hoorde wat er gebeurd was.,J'ai été étonné d'entendre ce qui s'était passé.,"{""c"":""\""J'ai été surpris quand j'ai entendu ce qui s'était passé.\""""}",85,1759,31,1790,1212.54
subtitle,nl,fr,Ja.,Oui.,"{""c"":""\""Oui.\""""}",75,1743,13,1756,1181.83
mtnt,en,ja,Let me know what you think!,どう思うか教えてくれよ！,"{""c"":""「あなたの意見を聞かせてください!」""}",73,1747,23,1770,1574.9
tatoeba,da,it,Ja.,Sì.,"{""c"":""\""Sì.\""""}",73,1743,13,1756,1325.28
subtitle,nl,fr,"Wij, Seymour, hebben geen probleem met hem.","- Nous, Seymour, on n'a rien contre lui.","{""c"":""\""Nous, Seymour, n'avons aucun problème avec lui.\""""}",82,1756,29,1785,1326.21
mtnt,en,ja,95% of Tanks in Mythic Dungeon Invitational are Blood DKs,ミシック・ダンジョン・インビテーショナルに出てくるタンクの９５％はブラッドDK。,"{""c"":""「神話ダンジョン招待大会のタンクの95%がブラッドDKです」""}",82,1762,36,1798,1371.94
tatoeba,da,it,Han er bøsse.,È gay.,"{""c"":""\""È gay.\""""}",85,1746,12,1758,1377.27
subtitle,da,it,- Det ved jeg ikke.,- Non lo so.,"{""c"":""\""- Non lo so.\""""}",95,1746,14,1760,1474.18
mtnt,ja,en,彼はでもちょっと先に行っても良いと思います。,It’s okay to be ahead of the curve tho.,"{""c"":""\""I think it's okay if he goes ahead a little bit though.\""""}",82,1761,23,1784,1393.49
tatoeba,da,it,"De snakker ikke om det, men du kan se det.","Essi non ne parlano, ma si può vedere.","{""c"":""\""Non ne parlano, ma puoi vederlo.\""""}",82,1754,21,1775,1514.43
subtitle,da,it,Hvornår siger vi det til dem?,Quando glielo diremo?,"{""c"":""\""Quando glielo diciamo?\""""}",80,1751,17,1768,1435.78
tatoeba,da,it,Jeg er et menneske.,Sono una persona.,"{""c"":""\""Sono un essere umano.\""""}",82,1747,16,1763,1457.41
mtnt,ja,en,そうだな、ただVRとしての観点からみれば、これは光り輝くダイヤモンドみたいなもんだ。,"Sure, but the VR aspect of the game was a shining crazy diamond when it came out.","{""c"":""\""Yeah, you're right. From a VR perspective though, this thing is like a shining diamond.\""""}",78,1783,31,1814,1551.11
subtitle,da,it,"Men ja, han spiller ægte country.","Ma lui è veramente country, si.","{""c"":""\""Sì, lui suona vero country.\""""}",74,1750,20,1770,1405.02
mtnt,ja,en,"> あなたが何かを忘れてしまったとき,思い出すために何をしますか？",>What do you do to jog your memory back when you forgot something?,"{""c"":""\""> When you forget something, what do you do to remember it?\""""}",82,1770,23,1793,1280.11
tatoeba,da,it,Han studerer fransk og webdesign.,Studia francese e web design.,"{""c"":""\""Studia francese e web design.\""""}",85,1749,18,1767,1410.38
subtitle,da,it,Er der nogen her?,C'è qualcuno qui?,"{""c"":""\""C'è qualcuno qui?\""""}",95,1746,17,1763,987.69
mtnt,ja,en,ちーがーうーだーろー！,N-o w-a-y!,"{""c"":""\""That's not it at all!\""""}",62,1753,16,1769,1466.74
subtitle,da,it,"Faktisk er jeg ikke sikker på, om jeg vil have dit efternavn.",A dire il vero non abbiamo ancora deciso se prendero' il tuo cognome. Ma sai un cosa?,"{""c"":""\""In realtà non sono sicuro se voglio il tuo cognome.\""""}",72,1759,26,1785,1171.21
tatoeba,da,it,"Det er min skyld, ikke din.","È colpa mia, non vostra.","{""c"":""\""È colpa mia, non tua.\""""}",82,1749,19,1768,1510.62
mtnt,ja,en,我が愛しのあんずちゃん……,My sweet Anzu…,"{""c"":""\""My beloved Anzu-chan...\""\\"" ""}",82,1755,20,1775,1427.84
subtitle,da,it,"Nej, du gør ikke.","No, non lo fara'.","{""c"":""\""No, non lo fai.\""""}",82,1749,16,1765,1362.21
tatoeba,da,it,Dette er et varsel som vi må tage alvorligt.,Questo è un avvertimento che dobbiamo prendere sul serio.,"{""c"":""\""Questo è un avviso che dobbiamo prendere sul serio.\""""}",82,1754,27,1781,1415.61
subtitle,da,it,Det er virkeligt.,E' reale.,"{""c"":""\""È davvero vero.\""""}",73,1746,16,1762,1175.79
mtnt,ja,en,T25のキーボードが、T470sかT480sに繋げれるかわかる人いる？,Anyone know if you can fit a T25 keyboard to a T470s or T480s?,"{""c"":""\""Does anyone know if a T25 keyboard can connect to a T470s or T480s?\""""}",82,1771,30,1801,1374.78
tatoeba,da,it,Vaccinen er særdeles effektiv.,Il vaccino è estremamente efficace.,"{""c"":""\""Il vaccino è particolarmente efficace.\""""}",88,1751,19,1770,1508.12
subtitle,da,it,"Tror du, han er Zhangs bagmand?",Quindi credi che sia a lui che Zhang passa la roba?,"{""c"":""\""Credi che sia la spia di Zhang?\""""}",62,1755,20,1775,1395.23
mtnt,ja,en,ところで、平昌オリンピックに何しに行ったの〜！,"By the way, what did you go to do at the Pyeongchang Olympics!","{""c"":""\""By the way, what did you go to the PyeongChang Olympics for~!\""""}",87,1764,28,1792,1381.91
tatoeba,da,it,Auckland er en by i New Zealand.,Auckland è una città della Nuova Zelanda.,"{""c"":""\""Auckland è una città in Nuova Zelanda.\""""}",92,1748,21,1769,1436.06
subtitle,da,it,"Klatrer vi op, bliver vi måske reddet.",Forse se ci arrampichiamo possiamo salvarci.,"{""c"":""\""Se saliamo, forse saremo salvati.\""""}",83,1754,21,1775,1720.75
mtnt,ja,en,誰かお店に直接行って確認、または電話で確認することができますか？,Is it possible for anyone to either ask in person or ring them?,"{""c"":""\""Can someone go directly to the store to check, or confirm by phone?\""""}",78,1765,24,1789,1300.93
tatoeba,da,it,Hun er for gammel til ham.,Lei è troppo vecchia per lui.,"{""c"":""\""Lei è troppo vecchia per lui.\""""}",95,1748,18,1766,1147.44
mtnt,ja,en,どう思うか教えてくれよ！,Let me know what you think!,"{""c"":""Tell me what you think!""}",82,1754,13,1767,1254.93
tatoeba,ja,nl,その絵を見なさい。,Bekijk de afbeelding.,"{""c"":""\""Kijk naar die afbeelding.\""""}",82,1750,19,1769,1067.92
subtitle,da,it,- Gør du det?,Lo apprezzi? Davvero? Si'.,"{""c"":""\""- Lo fai?\""""} ",62,1747,15,1762,1393.13
mtnt,ja,en,ミシック・ダンジョン・インビテーショナルに出てくるタンクの９５％はブラッドDK。,95% of Tanks in Mythic Dungeon Invitational are Blood DKs,"{""c"":""\""95% of the tanks that appear in Mythic Dungeon Invitational are Blood DK.\""""}",82,1780,32,1812,1366.84
tatoeba,ja,nl,このホテルは去年建てられた。,Dit hotel is vorig jaar gebouwd.,"{""c"":""\""Dit hotel is vorig jaar gebouwd.\""""}",95,1753,18,1771,1440.84
subtitle,ja,nl,- 何が起きたんだ！ - なんだそれ？,- Wat gebeurt er?,"{""c"":""\""- Wat is er gebeurd?! - Wat is dat?\""""}""",75,1761,24,1785,1120.06
tatoeba,ja,nl,私はジョンです。,Ik ben John.,"{""c"":""\""Ik ben John.\""""}",75,1748,15,1763,1272.56
subtitle,ja,nl,ぉ前の魂を食らつてやる,Ik ga me tegoed doen aan je ziel.,"{""c"":""\""Ik zal je ziel opeten\""""}",75,1756,19,1775,1483.51
tatoeba,ja,nl,あなたが彼女の結婚式について何も知らないとは不思議だ。,Het is raar dat jij niks van haar huwelijksceremonie afweet.,"{""c"":""\""Het is vreemd dat je niets weet over het huwelijk van je vriendin.\""""}",73,1767,31,1798,1433.09
subtitle,ja,nl,ありがとう,Dankjewel.,"{""c"":""\""dankjewel\""""}",70,1746,14,1760,1347.13
tatoeba,ja,nl,この地図がとても役に立つことが分かるでしょう。,U zult merken dat deze kaart erg handig is.,"{""c"":""\""Je zult zien dat deze kaart erg nuttig is.\""""}",82,1761,24,1785,2804.2
subtitle,ja,nl,したいが それには対価が要る,Dat zou ik graag willen. Maar er zit een prijskaartje aan.,"{""c"":""\""Ik wil het doen, maar daar komt een prijs bij kijken\""""}",82,1751,28,1779,1294.26
tatoeba,ja,nl,ベティはダンスの先生である。,Betty is danslerares.,"{""c"":""\""Betty is een dansinstructeur.\""""}",82,1753,17,1770,1272.61
subtitle,ja,nl,いいえ、サー。,"Nee, meneer.","{""c"":""\""Nee, meneer.\""""}",95,1749,16,1765,1477.3
tatoeba,ja,nl,別の実例を教えてください。,Geef me een ander voorbeeld alsjeblieft.,"{""c"":""\""Kunt u mij alstublieft een ander voorbeeld geven.\""""}",75,1751,28,1779,1497.49
subtitle,ja,nl,さあどうぞ カウボーイ　プリンセス,"Hé, jongens. Pak maar.","{""c"":""\""Alsjeblieft, Cowboy Prinses\""""}",62,1760,22,1782,1427.25
subtitle,ja,nl,- 私の家族は？,M'n familie?,"{""c"":""\""- Mijn familie?\""""}",82,1749,15,1764,879.5
tatoeba,ja,nl,私たちの知る限りでは、地球は海を持っている唯一の惑星である。,"Zover wij weten, is de aarde de enige planeet met oceanen.","{""c"":""\""Voor zover wij weten, is de aarde de enige planeet met oceanen.\""""}",90,1769,30,1799,1060.16
tatoeba,ja,nl,夜遅くまで起きていては駄目だよ。,"Het is niet goed als je zo laat in de avond opblijft, joh.","{""c"":""\""Je mag niet tot laat in de nacht opblijven.\""""}",79,1759,24,1783,1149.59
subtitle,ja,nl,それが塩や金や 油であろうとなかろうと,"Of het nou zout, goud of olie is.","{""c"":""\""of het nu zout, goud of olie is of niet\""""}",79,1759,23,1782,1769.03
tatoeba,ja,nl,彼にはそれはすることができない。,Hij kan dat niet aan.,"{""c"":""\""Hij kan dat niet doen.\""""}",82,1753,16,1769,1437.06
subtitle,ja,nl,- そうなの　わたし、ピューターが大好きなの,Daar ben ik gek op.,"{""c"":""\""- Ja, dat klopt. Ik hou echt van Pewter\""""}",62,1761,28,1789,1354.99
tatoeba,en,no,I think that she is from Germany.,Jeg tror at hun er fra Tyskland.,"{""c"":""\""Jeg tror at hun er fra Tyskland.\""""}",78,1748,19,1767,1190.11
subtitle,ja,nl,メイソン　今週はどうだった？,"Mason, hoe was je week?","{""c"":""\""Mason, hoe was het deze week?\""""}",82,1754,18,1772,1238.95
tatoeba,en,no,He's putting himself in debt.,Han setter seg i gjeld.,"{""c"":""\""Han setter seg selv i gjeld.\""""}",82,1747,17,1764,1585.18
subtitle,en,no,How... How do we know who's won?,Hvordan vet vi hvem som vinner?,"{""c"":""\""Hvordan... Hvordan vet vi hvem som har vunnet?\""""}",82,1750,27,1777,1501.29
tatoeba,en,no,Tom works as a used car salesman.,Tom har jobb som bruktbilforhandlar.,"{""c"":""\""Tom arbeider som bruktbilselger.\""""}",82,1749,20,1769,1243.38
subtitle,en,no,"Come, Sonja!","Kom, Sonja!","{""c"":""\""Kom, Sonja!\""""}",85,1746,16,1762,1138.92
