dataset,src,tgt,raw,ref,trans,score,input_tokens,output_tokens,total_tokens,latency_ms
mtnt,fr,en,"Aaaaaaaah.... 8 ans après, je viens de percuter....  :o 'tain je me disais bien que je passais à côté d'un truc vu les upvotes.","Aaaaaaaah.... 8 years later, I've just realized.... :o damn I had the feeling that I was missing something considering the upvotes.","{""c"":""Aaaaaaaah.... 8 years later, I just realized.... :o damn I was wondering why I was missing something given all the upvotes.""}",85,2635,41,2676,2297.96
tatoeba,en,nl,How much is 300 euros in Canadian dollars?,Hoeveel is 300 euro in Canadese dollars?,"{""c"":""Hoeveel is 300 euro in Canadese dollars?""}",72,2596,22,2618,1032.7
subtitle,nl,fr,Ik herinner me dat je moeder je moest slaan voor je een jurk aantrok.,Salut... Dire que ta mère te battait pour que tu mettes une robe.,"{""c"":""Je me souviens que ta mère devait te frapper avant que tu ne mettes une robe.""}",78,2609,31,2640,1035.74
mtnt,en,ja,It’s okay to be ahead of the curve tho.,彼はでもちょっと先に行っても良いと思います。,"{""c"":""先を行くのはいいことだと思うけどね。""}",82,2597,24,2621,1034.83
subtitle,nl,fr,Kun jij dat ook zeggen?,Pouvez-vous en dire de même ?,"{""c"":""Peux-tu dire ça aussi ?""}",73,2595,17,2612,1000.28
tatoeba,en,nl,Tom can't stand being interrupted.,Tom kan het niet uitstaan onderbroken te worden.,"{""c"":""Tom kan het niet uitstaan om onderbroken te worden.""}",90,2592,21,2613,1140.28
mtnt,en,ja,"Sure, but the VR aspect of the game was a shining crazy diamond when it came out.",そうだな、ただVRとしての観点からみれば、これは光り輝くダイヤモンドみたいなもんだ。,"{""c"":""もちろん、ゲームが発売された時、VR要素は素晴らしい特徴でした。""}",78,2606,39,2645,1083.43
tatoeba,en,nl,I don't want to continue pressing the issue.,Ik wil niet blijven aandringen.,"{""c"":""Ik wil hier niet verder op doordrukken.""}",82,2595,21,2616,1093.55
subtitle,nl,fr,- IJs met een cliënt?,- De la glace avec un client?,"{""c"":""- Glace avec un client ?""}",78,2595,15,2610,1002.23
mtnt,en,ja,>What do you do to jog your memory back when you forgot something?,"> あなたが何かを忘れてしまったとき,思い出すために何をしますか？","{""c"":"">何か忘れてしまった時、思い出すために何をしていますか?""}",82,2601,31,2632,1137.37
subtitle,nl,fr,Ze kan Davina vinden voordat die man haar kwaad doet.,Elle trouvera Davina avant que cet homme abuse d'elle.,"{""c"":""Elle peut trouver Davina avant que cet homme ne lui fasse du mal.""}",82,2603,27,2630,1039.72
tatoeba,en,nl,"According to the Bible, God created the world in six days.",Volgens de bijbel schiep God de wereld in zes dagen.,"{""c"":""Volgens de Bijbel schiep God de wereld in zes dagen.""}",96,2598,26,2624,1201.68
mtnt,en,ja,N-o w-a-y!,ちーがーうーだーろー！,"{""c"":""嘘でしょ!""}",65,2594,15,2609,1122.17
tatoeba,en,nl,I'll arrive on Christmas Day.,Ik zal op kerstdag aankomen.,"{""c"":""Ik kom op Kerstmis aan.""}",82,2592,19,2611,1133.64
mtnt,en,ja,My sweet Anzu…,我が愛しのあんずちゃん……,"{""c"":""My sweet Anzu…""}",5,2592,13,2605,965.89
subtitle,nl,fr,Ik ken je van een foto.,Je t'ai reconnu d'après une photo.,"{""c"":""Je te reconnais d'une photo.""}",78,2594,16,2610,977.51
mtnt,en,ja,Anyone know if you can fit a T25 keyboard to a T470s or T480s?,T25のキーボードが、T470sかT480sに繋げれるかわかる人いる？,"{""c"":""T25キーボードをT470sまたはT480sに装着できるかどうか知っている人はいますか?""}",82,2606,41,2647,1109.14
subtitle,nl,fr,We maken toch geen van beiden kans bij Jackie.,"D'ailleurs, Jackie ne veut pas de nous.","{""c"":""De toute façon, ni l'un ni l'autre n'a une chance avec Jackie.""}",82,2597,29,2626,1159.26
tatoeba,nl,fr,Ik heb een raar geluid gehoord.,J'ai entendu un bruit étrange.,"{""c"":""J'ai entendu un bruit étrange.""}",95,2599,19,2618,1879.24
subtitle,nl,fr,Ja.,Oui.,"{""c"":""Oui.""}",50,2588,11,2599,993.27
mtnt,en,ja,"By the way, what did you go to do at the Pyeongchang Olympics!",ところで、平昌オリンピックに何しに行ったの〜！,"{""c"":""ところで、平昌オリンピックで何をしに行ったんですか!""}",82,2605,31,2636,1208.7
tatoeba,nl,fr,Leven is wat je gebeurt terwijl je andere plannen maakt.,La vie c'est ce qui se passe pendant que tu es occupée à faire d'autres plans.,"{""c"":""La vie est ce qui t'arrive pendant que tu fais d'autres plans.""}",82,2602,25,2627,1047.07
mtnt,en,ja,Is it possible for anyone to either ask in person or ring them?,誰かお店に直接行って確認、または電話で確認することができますか？,"{""c"":""誰かが直接会って聞くか、電話で連絡することは可能ですか?""}",82,2599,34,2633,1417.79
subtitle,nl,fr,"Denk niet dat jij meer van romantiek weet dan ik. Handje vasthouden, elkaar voeren en afvegen is ook maar gelul.",N'imaginez pas que vous êtes un as de la romance en vous tripotant les mains et en vous donnant la becquée.,"{""c"":""Ne pense pas que tu en sais plus sur la romance que moi. Se tenir la main, se nourrir mutuellement et s'essuyer, c'est aussi des conneries.""}",72,2622,51,2673,1363.26
tatoeba,nl,fr,Ik hoop je snel te zien.,J'espère te voir vite.,"{""c"":""J'espère te voir bientôt.""}",92,2597,18,2615,1051.33
subtitle,nl,fr,Ja.,Oui.,"{""c"":""Oui.""}",45,2588,11,2599,1017.17
tatoeba,nl,fr,Japan is een land van eilanden.,Le Japon est un pays insulaire.,"{""c"":""Le Japon est un pays d'îles.""}",87,2593,19,2612,929.71
mtnt,en,ja,Let me know what you think!,どう思うか教えてくれよ！,"{""c"":""どう思いますか?教えてください!""}",75,2592,19,2611,1338.24
subtitle,nl,fr,"Wij, Seymour, hebben geen probleem met hem.","- Nous, Seymour, on n'a rien contre lui.","{""c"":""Nous, Seymour, n'avons aucun problème avec lui.""}",82,2601,27,2628,987.2
tatoeba,nl,fr,China is veel groter dan Japan.,La Chine est beaucoup plus grande que le Japon.,"{""c"":""La Chine est beaucoup plus grande que le Japon.""}",95,2593,23,2616,1106.86
mtnt,en,ja,95% of Tanks in Mythic Dungeon Invitational are Blood DKs,ミシック・ダンジョン・インビテーショナルに出てくるタンクの９５％はブラッドDK。,"{""c"":""「神話ダンジョン招待大会のタンクの95%がブラッドDKです」""}",82,2607,36,2643,1202.72
subtitle,da,it,- Det ved jeg ikke.,- Non lo so.,"{""c"":""- Non lo so.""}",100,2591,12,2603,849.66
tatoeba,nl,fr,Teken hier!,Signe ici !,"{""c"":""Signe ici !""}",95,2590,13,2603,1030.68
mtnt,ja,en,彼はでもちょっと先に行っても良いと思います。,It’s okay to be ahead of the curve tho.,"{""c"":""I think it's okay if he goes ahead a little first though.""}",82,2606,21,2627,1146.57
subtitle,da,it,Hvornår siger vi det til dem?,Quando glielo diremo?,"{""c"":""Quando glielo diciamo?""}",82,2596,15,2611,1037.33
mtnt,ja,en,そうだな、ただVRとしての観点からみれば、これは光り輝くダイヤモンドみたいなもんだ。,"Sure, but the VR aspect of the game was a shining crazy diamond when it came out.","{""c"":""Yeah, you're right. But from a VR perspective, it's like a shining diamond.""}",82,2628,28,2656,1216.61
tatoeba,nl,fr,Ik zou geen voedsel moeten eten dat suiker bevat.,Je ne devrais pas manger de nourriture contenant du sucre.,"{""c"":""Je ne devrais pas manger de nourriture contenant du sucre.""}",95,2603,25,2628,938.65
subtitle,da,it,"Men ja, han spiller ægte country.","Ma lui è veramente country, si.","{""c"":""Sì, lui suona vero country.""}",78,2595,18,2613,1236.36
mtnt,ja,en,"> あなたが何かを忘れてしまったとき,思い出すために何をしますか？",>What do you do to jog your memory back when you forgot something?,"{""c"":""When you forget something, what do you do to remember it?""}",82,2615,20,2635,957.06
tatoeba,nl,fr,We stonden voor de deur en wachtten.,Nous nous tenions devant la porte et attendions.,"{""c"":""Nous étions devant la porte et attendions.""}",82,2597,20,2617,1075.99
subtitle,da,it,Er der nogen her?,C'è qualcuno qui?,"{""c"":""C'è qualcuno qui?""}",95,2591,15,2606,979.69
mtnt,ja,en,ちーがーうーだーろー！,N-o w-a-y!,"{""c"":""You're wrong!""}",62,2598,11,2609,856.28
tatoeba,nl,fr,Joan brak haar linkerarm in het ongeluk.,Joan s'est cassé son bras gauche dans l'accident.,"{""c"":""Joan s'est cassé le bras gauche dans l'accident.""}",88,2598,23,2621,1032.11
subtitle,da,it,"Faktisk er jeg ikke sikker på, om jeg vil have dit efternavn.",A dire il vero non abbiamo ancora deciso se prendero' il tuo cognome. Ma sai un cosa?,"{""c"":""In realtà non sono sicuro se voglio il tuo cognome.""}",62,2604,24,2628,995.46
mtnt,ja,en,我が愛しのあんずちゃん……,My sweet Anzu…,"{""c"":""My beloved Anzu...""}",95,2600,13,2613,1095.8
subtitle,da,it,"Nej, du gør ikke.","No, non lo fara'.","{""c"":""No, non lo fai.""}",82,2594,14,2608,947.22
tatoeba,nl,fr,Ik was verwonderd wanneer ik hoorde wat er gebeurd was.,J'ai été étonné d'entendre ce qui s'était passé.,"{""c"":""J'étais étonné quand j'ai entendu ce qui s'était passé.""}",82,2604,30,2634,1001.61
mtnt,ja,en,T25のキーボードが、T470sかT480sに繋げれるかわかる人いる？,Anyone know if you can fit a T25 keyboard to a T470s or T480s?,"{""c"":""Does anyone know if a T25 keyboard can connect to a T470s or T480s?""}",83,2616,28,2644,1070.67
tatoeba,da,it,Ja.,Sì.,"{""c"":""Sì.""}",50,2588,11,2599,999.15
subtitle,da,it,Det er virkeligt.,E' reale.,"{""c"":""È davvero vero.""}",73,2591,14,2605,1126.48
mtnt,ja,en,ところで、平昌オリンピックに何しに行ったの〜！,"By the way, what did you go to do at the Pyeongchang Olympics!","{""c"":""By the way, what did you go to the PyeongChang Olympics for~!""}",88,2609,26,2635,1010.94
tatoeba,da,it,Han er bøsse.,È gay.,"{""c"":""È gay.""}",95,2591,10,2601,1179.85
subtitle,da,it,"Tror du, han er Zhangs bagmand?",Quindi credi che sia a lui che Zhang passa la roba?,"{""c"":""Pensi che sia la spia di Zhang?""}",68,2600,18,2618,1070.54
mtnt,ja,en,誰かお店に直接行って確認、または電話で確認することができますか？,Is it possible for anyone to either ask in person or ring them?,"{""c"":""Can someone go to the store directly to check or confirm by phone?""}",79,2610,21,2631,983.21
tatoeba,da,it,"De snakker ikke om det, men du kan se det.","Essi non ne parlano, ma si può vedere.","{""c"":""Non ne parlano, ma puoi vederlo.""}",82,2599,19,2618,991.98
subtitle,da,it,"Klatrer vi op, bliver vi måske reddet.",Forse se ci arrampichiamo possiamo salvarci.,"{""c"":""Se saliamo, forse saremo salvati.""}",79,2599,19,2618,1172.01
tatoeba,da,it,Jeg er et menneske.,Sono una persona.,"{""c"":""Sono un essere umano.""}",79,2592,14,2606,996.82
subtitle,da,it,- Gør du det?,Lo apprezzi? Davvero? Si'.,"{""c"":""- Lo fai?""}",73,2592,12,2604,956.04
mtnt,ja,en,どう思うか教えてくれよ！,Let me know what you think!,"{""c"":""Tell me what you think!""}",82,2599,13,2612,2143.69
tatoeba,da,it,Han studerer fransk og webdesign.,Studia francese e web design.,"{""c"":""Sta studiando francese e web design.""}",79,2594,17,2611,934.75
subtitle,ja,nl,- 何が起きたんだ！ - なんだそれ？,- Wat gebeurt er?,"{""c"":""- Wat is er gebeurd! - Wat is dat?""}",82,2606,21,2627,934.92
tatoeba,da,it,"Det er min skyld, ikke din.","È colpa mia, non vostra.","{""c"":""È colpa mia, non tua.""}",92,2594,17,2611,1053.38
mtnt,ja,en,ミシック・ダンジョン・インビテーショナルに出てくるタンクの９５％はブラッドDK。,95% of Tanks in Mythic Dungeon Invitational are Blood DKs,"{""c"":""95% of the tanks that appear in Mythic Dungeon Invitational are Blood DK.""}",82,2625,30,2655,1246.46
subtitle,ja,nl,ぉ前の魂を食らつてやる,Ik ga me tegoed doen aan je ziel.,"{""c"":""Ik zal je ziel opeten""}",82,2601,17,2618,1086.21
tatoeba,da,it,Dette er et varsel som vi må tage alvorligt.,Questo è un avvertimento che dobbiamo prendere sul serio.,"{""c"":""Questo è un avviso che dobbiamo prendere sul serio.""}",82,2599,25,2624,1012.01
subtitle,ja,nl,ありがとう,Dankjewel.,"{""c"":""Dank je""}",75,2591,11,2602,1028.2
tatoeba,da,it,Vaccinen er særdeles effektiv.,Il vaccino è estremamente efficace.,"{""c"":""Il vaccino è particolarmente efficace.""}",87,2596,17,2613,1083.54
subtitle,ja,nl,したいが それには対価が要る,Dat zou ik graag willen. Maar er zit een prijskaartje aan.,"{""c"":""Dat wil ik wel, maar daar hangt een prijs aan vast""}",82,2596,24,2620,1027.07
tatoeba,da,it,Auckland er en by i New Zealand.,Auckland è una città della Nuova Zelanda.,"{""c"":""Auckland è una città in Nuova Zelanda.""}",92,2593,19,2612,976.68
subtitle,ja,nl,いいえ、サー。,"Nee, meneer.","{""c"":""Nee, meneer.""}",95,2594,14,2608,1205.59
tatoeba,da,it,Hun er for gammel til ham.,Lei è troppo vecchia per lui.,"{""c"":""Lei è troppo vecchia per lui.""}",95,2593,16,2609,999.64
subtitle,ja,nl,さあどうぞ カウボーイ　プリンセス,"Hé, jongens. Pak maar.","{""c"":""Alsjeblieft Cowboy Prinses""}",62,2605,19,2624,1026.27
tatoeba,ja,nl,その絵を見なさい。,Bekijk de afbeelding.,"{""c"":""Kijk naar die afbeelding.""}",82,2595,17,2612,1043.07
subtitle,ja,nl,- 私の家族は？,M'n familie?,"{""c"":""- Mijn familie?""}",92,2594,13,2607,1008.57
tatoeba,ja,nl,このホテルは去年建てられた。,Dit hotel is vorig jaar gebouwd.,"{""c"":""Dit hotel is vorig jaar gebouwd.""}",95,2598,16,2614,933.11
tatoeba,ja,nl,私はジョンです。,Ik ben John.,"{""c"":""Ik ben John.""}",78,2593,13,2606,908.44
subtitle,ja,nl,それが塩や金や 油であろうとなかろうと,"Of het nou zout, goud of olie is.","{""c"":""Of het nou zout of goud of olie is of niet""}",73,2604,21,2625,2229.37
tatoeba,ja,nl,あなたが彼女の結婚式について何も知らないとは不思議だ。,Het is raar dat jij niks van haar huwelijksceremonie afweet.,"{""c"":""Het is vreemd dat je niets weet over het huwelijk van je vriendin.""}",73,2612,29,2641,1269.09
subtitle,ja,nl,- そうなの　わたし、ピューターが大好きなの,Daar ben ik gek op.,"{""c"":""- Echt waar? Ik hou echt van Pewter""}",62,2606,24,2630,1202.93
tatoeba,ja,nl,この地図がとても役に立つことが分かるでしょう。,U zult merken dat deze kaart erg handig is.,"{""c"":""Je zult zien dat deze kaart erg nuttig is.""}",82,2606,22,2628,1040.88
subtitle,ja,nl,メイソン　今週はどうだった？,"Mason, hoe was je week?","{""c"":""Mason hoe was deze week?""}",73,2599,14,2613,930.57
tatoeba,ja,nl,ベティはダンスの先生である。,Betty is danslerares.,"{""c"":""Betty is een dansdocent.""}",73,2598,15,2613,949.65
subtitle,en,no,How... How do we know who's won?,Hvordan vet vi hvem som vinner?,"{""c"":""Hvordan... Hvordan vet vi hvem som har vunnet?""}",88,2595,25,2620,1044.78
tatoeba,ja,nl,別の実例を教えてください。,Geef me een ander voorbeeld alsjeblieft.,"{""c"":""Kunt u mij alstublieft een ander voorbeeld geven?""}",85,2596,26,2622,1129.75
subtitle,en,no,"Come, Sonja!","Kom, Sonja!","{""c"":""Come, Sonja!""}",30,2591,13,2604,948.56
tatoeba,ja,nl,私たちの知る限りでは、地球は海を持っている唯一の惑星である。,"Zover wij weten, is de aarde de enige planeet met oceanen.","{""c"":""Voor zover wij weten, is de aarde de enige planeet met oceanen.""}",97,2614,28,2642,1126.01
subtitle,en,no,"Dad, by the time you get back from your business trip, I'll be in South Africa.","Pappa, når du kommer tilbake fra forretningsreisen, er jeg i Sør-Afrika.","{""c"":""Dad, by the time you get back from your business trip, I'll be in South Africa.""}",0,2605,27,2632,964.85
subtitle,en,no,With all of us trapped under this thing? Isn't it? You don't know that.,- Med oss alle fanget under denne tingen?,"{""c"":""With all of us trapped under this thing? Isn't it? You don't know that.""}",0,2605,27,2632,1037.56
tatoeba,ja,nl,夜遅くまで起きていては駄目だよ。,"Het is niet goed als je zo laat in de avond opblijft, joh.","{""c"":""Je mag niet tot laat in de nacht opblijven.""}",79,2604,22,2626,3826.86
subtitle,en,no,The undead surround me.,De udøde omgir meg.,"{""c"":""The undead surround me.""}",0,2592,14,2606,892.19
tatoeba,ja,nl,彼にはそれはすることができない。,Hij kan dat niet aan.,"{""c"":""Hij kan dat niet doen.""}",82,2598,14,2612,1159.56
subtitle,en,no,Please help me find her.,Hjelp meg med å finne henne.,"{""c"":""Please help me find her.""}",0,2591,13,2604,1071.13
tatoeba,en,no,I think that she is from Germany.,Jeg tror at hun er fra Tyskland.,"{""c"":""I think that she is from Germany.""}",2,2593,15,2608,1014.63
subtitle,en,no,Some have grown a bit since last time.,Noen har vokset litt siden sist.,"{""c"":""Noen har vokst litt siden sist.""}",82,2594,20,2614,991.04
tatoeba,en,no,He's putting himself in debt.,Han setter seg i gjeld.,"{""c"":""He's putting himself in debt.""}",0,2592,14,2606,885.16
subtitle,en,no,So if anybody knows what happened to ronnie...,Så hvis noen vet hva som skjedde med Ronnie...,"{""c"":""So if anybody knows what happened to ronnie...""}",0,2595,17,2612,1039.39
subtitle,en,no,- I'm sorry.,Beklager.,"{""c"":""- I'm sorry.""}",0,2590,12,2602,844.8
tatoeba,en,no,Tom works as a used car salesman.,Tom har jobb som bruktbilforhandlar.,"{""c"":""Tom works as a used car salesman.""}",0,2594,16,2610,2000.04
subtitle,en,no,"No, Inspector.","Nei , Inspector .","{""c"":""Nei, inspektør.""}",82,2589,14,2603,1078.84
tatoeba,en,no,I like your article.,Jeg liker din artikkel.,"{""c"":""I like your article.""}",0,2590,12,2602,924.76
subtitle,da,de,Fotograferede du liget?,Haben Sie die Leichen photographiert?,"{""c"":""Hast du die Leiche fotografiert?""}",83,2592,18,2610,1309.97
